incident_id,date,state,city_or_county,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type,state_house_district,state_senate_district
94504,2014-01-08,Pennsylvania,Munhall,1,0,14.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",40.392,-79.9,0,0::20||1::17,0::Adult 18+||1::Teen 12-17,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,,
94124,2014-01-08,North Dakota,Grand Forks,1,0,1.0,,,Accidental Shooting||Accidental Shooting - Death,47.892,-97.055,0,0::24,0::Adult 18+,0::Male,,0::Killed,0::Victim,43.0,43.0
94089,2014-01-08,Alabama,Anniston,1,1,3.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Domestic Violence",33.622,-85.84,0,0::34||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Injured,0::Victim||1::Victim,32.0,12.0
94092,2014-01-08,New Jersey,Atlantic City,1,1,2.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||School Incident||School Shooting - elementary/secondary school",39.368,-74.427,1,0::13||1::15||2::14,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17,0::Male||1::Male||2::Male,,"0::Killed||1::Injured||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect,2.0,2.0
95074,2014-01-08,Illinois,Chicago,1,0,2.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death||Accidental/Negligent Discharge||Domestic Violence||Brandishing/flourishing/open carry/lost/found",41.764,-87.584,1,0::56||1::52,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,26.0,13.0
206342,2014-01-08,Texas,Freeport,2,0,14.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",28.945,-95.354,0,0::34||1::35,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,25.0,17.0
94133,2014-01-08,Georgia,Atlanta,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)",33.768,-84.414,0,0::42||1::52,0::Adult 18+||1::Adult 18+,0::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,56.0,39.0
94441,2014-01-08,Oklahoma,Lone Wolf,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",34.991,-99.251,0,0::37||1::42,0::Adult 18+||1::Adult 18+,0::Male||1::Female,1::Significant others - current or former,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,55.0,38.0
94555,2014-01-08,New York,Manhattan,1,0,13.0,,,"Shot - Dead (murder, accidental, suicide)",40.814,-73.945,0,0::33,0::Adult 18+,0::Male,,0::Killed,0::Victim,70.0,30.0
94284,2014-01-08,Missouri,Saint Louis,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.62,-90.22,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,79.0,5.0
93946,2014-01-08,Ohio,Dayton,1,0,10.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Armed robbery with injury/death and/or evidence of DGU found",39.757,-84.147,0,0::57,0::Adult 18+||1::Adult 18+||2::Adult 18+,,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,39.0,5.0
94209,2014-01-08,Tennessee,Knoxville,1,1,2.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident injured||Home Invasion - subject/suspect/perpetrator killed||Brandishing/flourishing/open carry/lost/found||Defensive Use",36.004,-83.899,0,0::64||1::24||2::25,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Injured||1::Killed||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,13.0,7.0
94289,2014-01-08,Illinois,Chicago,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",41.777,-87.686,0,0::19,0::Adult 18+,0::Male,,0::Killed,0::Victim,6.0,3.0
94142,2014-01-08,Georgia,Atlanta,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)",33.728,-84.381,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,59.0,36.0
94567,2014-01-08,New York,Queens,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)",40.7,-73.808,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,32.0,10.0
96074,2014-01-08,Texas,Jefferson,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)",32.769,-94.363,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,9.0,1.0
94678,2014-01-08,Texas,Dallas,1,0,30.0,,,"Shot - Dead (murder, accidental, suicide)",32.788,-96.8,0,0::28,0::Adult 18+,0::Male,,0::Killed,0::Victim,108.0,23.0
94186,2014-01-08,Alabama,Calhoun,1,1,3.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^",33.622,-85.84,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Injured,0::Victim||1::Victim,32.0,12.0
94881,2014-01-08,Maryland,Baltimore,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",39.322,-76.551,0,0::30,0::Adult 18+,0::Male,,0::Killed,0::Victim,45.0,45.0
94128,2014-01-08,Pennsylvania,Homestead,1,0,14.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",40.406,-79.912,0,0::20||1::20||2::17,0::Adult 18+||1::Adult 18+||2::Teen 12-17,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,,
94213,2014-01-08,Tennessee,Fairview,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",35.975,-87.13,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Female,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,65.0,23.0
94080,2014-01-08,California,Monterey Park,1,0,27.0,,,"Shot - Dead (murder, accidental, suicide)",34.062,-118.123,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,49.0,22.0
129989,2014-01-08,Ohio,Cleveland,1,0,11.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^",41.426,-81.565,0,0::51,0::Adult 18+,0::Male,,0::Killed,0::Victim,12.0,25.0
93998,2014-01-08,Iowa,Ames,1,0,4.0,,,,42.004,-93.628,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,45.0,23.0
94386,2014-01-08,California,Visalia,1,0,22.0,,,,36.309,-119.267,0,0::32,0::Adult 18+,0::Male,,0::Killed,0::Victim,26.0,16.0
106673,2014-01-08,California,Van Nuys,1,0,29.0,,,"Shot - Dead (murder, accidental, suicide)",34.183,-118.453,0,0::22,0::Adult 18+,0::Male,,0::Killed,0::Victim,46.0,18.0
94814,2014-01-09,Maryland,Hollywood,1,1,5.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Domestic Violence",38.346,-76.576,0,0::48||1::43,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Injured,0::Victim||1::Victim,,29.0
94534,2014-01-09,Louisiana,New Orleans,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",29.936,-90.104,0,0::30,0::Adult 18+,0::Male,,0::Killed,0::Victim,98.0,5.0
94531,2014-01-09,Pennsylvania,Philadelphia,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",39.953,-75.165,0,0::19,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,,
94818,2014-01-09,California,Santa Rosa,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^",38.422,-122.744,0,0::19,0::Adult 18+,0::Male,,0::Killed,0::Victim,10.0,2.0
94317,2014-01-09,Maryland,Brandywine,1,0,5.0,,,Accidental Shooting||Accidental Shooting - Death,38.628,-76.729,0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,,27.0
94267,2014-01-09,Florida,Orlando,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)",28.547,-81.393,0,0::50||1::33,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,46.0,12.0
206333,2014-01-09,California,Los Angeles,2,0,30.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",34.219,-118.605,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Killed,0::Victim||1::Victim,45.0,27.0
94320,2014-01-09,Louisiana,Lake Charles,2,0,3.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",30.174,-93.217,0,0::25||1::32,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Killed,0::Victim||1::Victim,36.0,25.0
95366,2014-01-09,Florida,Saint Petersburg,1,0,14.0,,,Officer Involved Incident||Animal shot/killed,27.773,-82.638,0,,,,,0::Killed,0::Victim,70.0,22.0
94298,2014-01-09,Louisiana,New Orleans,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",29.97,-90.061,0,0::21,0::Adult 18+,0::Male,,0::Killed,0::Victim,93.0,4.0
96072,2014-01-09,Alabama,Albertville,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)",34.348,-86.227,0,0::22||1::22||2::23||3::25||4::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,26.0,9.0
94879,2014-01-09,Maryland,Baltimore,1,1,7.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",39.281,-76.651,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Injured,0::Victim||1::Victim,40.0,40.0
94961,2014-01-09,Arkansas,Little Rock,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",34.732,-92.258,0,0::44,0::Adult 18+,0::Male,,0::Killed,0::Victim,36.0,30.0
94613,2014-01-09,South Carolina,Orangeburg County,1,2,6.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",33.356,-80.432,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,,0::Killed||1::Injured||2::Injured,0::Victim||1::Victim||2::Victim||3::Subject-Suspect||4::Subject-Suspect,66.0,39.0
94312,2014-01-09,Louisiana,New Orleans,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence||Defensive Use",29.951,-90.111,0,0::40||1::38,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,91.0,5.0
114232,2014-01-09,Minnesota,Minneapolis,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^",44.976,-93.275,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,,59.0
94536,2014-01-09,Massachusetts,Boston,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",42.28,-71.121,0,0::18,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
94331,2014-01-09,Arkansas,Jonesboro,1,1,1.0,,,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed,35.841,-90.671,0,0::35,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Injured,0::Victim||1::Victim,53.0,21.0
94862,2014-01-09,Alabama,Limestone County,1,0,5.0,,,Accidental Shooting||Accidental Shooting - Death,34.77,-86.808,0,0::28,0::Adult 18+,0::Male,,0::Killed,0::Victim,25.0,2.0
94561,2014-01-09,Tennessee,Carter County,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",36.367,-82.241,0,0::26,0::Adult 18+,0::Male,,0::Killed,0::Victim,4.0,4.0
95108,2014-01-09,Alabama,Tuscaloosa,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",33.194,-87.574,0,0::24||1::26||2::18,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,70.0,24.0
93244,2014-01-09,Virginia,Richmond,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",37.48,-77.481,0,0::24||1::40,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,69.0,10.0
94597,2014-01-09,Ohio,Columbus,2,1,3.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drug involvement||Armed robbery with injury/death and/or evidence of DGU found||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found",39.884,-82.992,0,0::27||1::21||2::17||3::19,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Female||3::Male,,0::Killed||1::Killed||2::Injured||3::Unharmed,0::Victim||1::Victim||2::Victim||3::Subject-Suspect,17.0,3.0
94391,2014-01-09,California,San Diego,1,0,51.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",32.715,-117.107,0,0::40,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect,80.0,40.0
94151,2014-01-09,Ohio,Cincinnati,2,0,1.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Drug involvement",39.144,-84.494,1,0::28||1::31||2::29,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,,"0::Killed||1::Killed||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect,33.0,9.0
94791,2014-01-09,Arizona,Phoenix,1,1,7.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",33.402,-112.047,1,0::27||1::30,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,27.0,27.0
94760,2014-01-09,California,Sacramento,1,0,6.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",38.685,-121.62,1,0::22||1::26,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,7.0,6.0
94147,2014-01-09,Ohio,Cincinnati,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",39.122,-84.531,0,0::23,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Female||1::Male||2::Male||3::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,31.0,9.0
94851,2014-01-10,Maryland,Baltimore,2,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",39.315,-76.611,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,43.0,43.0
94994,2014-01-10,South Carolina,Rock Hill,1,0,5.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",34.962,-81.006,1,0::35||1::16||2::17||3::19,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,48.0,15.0
94886,2014-01-10,Maryland,Baltimore,1,0,3.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",39.372,-76.567,1,0::35,0::Adult 18+,0::Male,,0::Killed,0::Victim,43.0,43.0
109277,2014-01-10,Georgia,Moultrie,1,0,8.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",31.171,-83.779,0,0::23||1::31||2::39,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,172.0,11.0
95973,2014-01-10,Massachusetts,Worcester,1,0,2.0,0::Unknown,0::9mm,"Shot - Dead (murder, accidental, suicide)||Possession of gun by felon or prohibited person",42.253,-71.817,1,0::52||1::53||2::33,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,217.0,10.0
95552,2014-01-10,Pennsylvania,Philadelphia,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",39.991,-75.108,0,0::21,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
95378,2014-01-10,Texas,Corpus Christi,1,0,27.0,,,Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed,27.801,-97.396,0,1::51,1::Adult 18+,1::Male,,1::Killed,0::Victim||1::Subject-Suspect,34.0,20.0
95009,2014-01-10,South Carolina,Rock Hill,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drug involvement",34.963,-81.007,0,0::25||1::16||2::17||3::19,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,48.0,15.0
94824,2014-01-10,Illinois,Lombard,1,0,8.0,,,"Shot - Dead (murder, accidental, suicide)",41.871,-88.013,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,48.0,24.0
95110,2014-01-10,California,Riverside County,1,0,42.0,,,"Shot - Dead (murder, accidental, suicide)",33.709,-117.15,0,0::22,0::Adult 18+,0::Male,,0::Killed,0::Victim,67.0,23.0
95112,2014-01-10,New York,Bronx,1,0,15.0,,,"Shot - Dead (murder, accidental, suicide)",40.85,-73.906,0,0::17,0::Teen 12-17,0::Male,,0::Killed,0::Victim,86.0,33.0
94827,2014-01-10,New York,Queens,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)",40.707,-73.729,0,0::50||1::36,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,33.0,14.0
95194,2014-01-10,California,Jurupa Valley,1,0,41.0,,,"Shot - Dead (murder, accidental, suicide)",33.997,-117.485,0,,,0::Male,,0::Killed,0::Victim,60.0,31.0
95168,2014-01-10,California,Trinidad,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",41.059,-124.143,0,0::24||1::33,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,2.0,2.0
94854,2014-01-10,Maryland,Baltimore,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Car-jacking",39.294,-76.62,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,40.0,40.0
94651,2014-01-10,Michigan,Eastpointe,1,1,9.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^",42.468,-82.956,0,0::13,0::Teen 12-17||1::Adult 18+,0::Female||1::Male,,0::Injured||1::Killed,0::Victim||1::Victim,42.0,9.0
95015,2014-01-10,Florida,Boca Raton,1,2,21.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Domestic Violence",26.402,-80.174,0,2::7,0::Adult 18+||1::Adult 18+||2::Child 0-11,0::Female||1::Male,,0::Injured||1::Killed||2::Injured,0::Victim||1::Victim||2::Victim,81.0,25.0
773468,2014-01-11,California,Fillmore,1,0,26.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||House party",34.421,-118.931,1,0::18,0::Adult 18+,0::Male,,0::Killed,0::Victim,37.0,19.0
106683,2014-01-11,Arkansas,Bono,1,0,1.0,0::Unknown,0::45 Auto,"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death",36.055,-90.788,1,0::3||1::23,0::Child 0-11||1::Adult 18+,0::Male||1::Male,1::Family,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,60.0,20.0
94983,2014-01-11,North Carolina,Wake County,1,0,13.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^",35.953,-78.637,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,40.0,15.0
95487,2014-01-11,Texas,San Angelo,2,1,11.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",31.472,-100.448,1,0::23||1::20||2::61||3::25,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Killed||2::Injured,0::Victim||1::Victim||2::Victim||3::Subject-Suspect,72.0,28.0
95351,2014-01-11,Texas,San Antonio,2,0,35.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",29.424,-98.494,0,0::39||1::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Killed,0::Victim||1::Victim,123.0,26.0
94989,2014-01-11,Michigan,Flint,1,1,5.0,,,Shot - Wounded/Injured,43.033,-83.655,0,0::21,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,49.0,27.0
95146,2014-01-11,Mississippi,Jackson,0,4,2.0,,,Shot - Wounded/Injured,32.324,-90.229,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,68.0,27.0
95942,2014-01-11,Missouri,Columbia,1,1,4.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",38.962,-92.336,0,0::19||1::21||2::17,0::Adult 18+||1::Adult 18+||2::Teen 12-17,0::Male||1::Male||2::Male,,0::Injured||1::Killed||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,45.0,19.0
95432,2014-01-11,Texas,Brownsville,1,0,34.0,,,"Shot - Dead (murder, accidental, suicide)",25.894,-97.457,0,0::30||1::39||2::30,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,37.0,27.0
95320,2014-01-11,Nevada,Las Vegas,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Bar/club incident - in or around establishment",36.086,-115.19,0,1::27,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,8.0,11.0
95618,2014-01-11,Massachusetts,Lynn,1,0,6.0,,,"Shot - Dead (murder, accidental, suicide)",42.469,-70.981,0,0::29||1::29||2::21||3::18,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,,
95200,2014-01-11,California,Salinas,1,0,20.0,,,"Shot - Dead (murder, accidental, suicide)",36.705,-121.653,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,30.0,12.0
95745,2014-01-11,Pennsylvania,Duncannon,2,0,11.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",40.378,-77.09,1,0::56||1::23,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,"0::Killed||1::Killed, Unharmed",0::Victim||1::Subject-Suspect,,
95313,2014-01-11,Oregon,Portland,1,3,3.0,0::Unknown||1::Unknown,0::40 SW||1::357 Mag,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Bar/club incident - in or around establishment||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Brandishing/flourishing/open carry/lost/found||Concealed Carry License - Victim",45.519,-122.561,2,0::26||1::31||2::27||3::31||4::43,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Female||3::Male||4::Male,,0::Injured||1::Injured||2::Injured||3::Unharmed||4::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,46.0,23.0
95909,2014-01-11,California,Modesto,1,0,10.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Gang involvement",37.614,-120.989,1,0::21,0::Adult 18+,0::Male,,0::Killed,0::Victim,21.0,12.0
95004,2014-01-11,South Carolina,Johns Island,1,1,1.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Possession (gun(s) found during commission of other crimes)||Pistol-whipping",32.808,-80.126,0,0::27||1::26||2::19,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,,0::Killed||1::Injured||2::Unharmed||3::Unharmed||4::Unharmed,0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,116.0,41.0
95808,2014-01-11,Maryland,Baltimore,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)",39.299,-76.612,0,0::28,0::Adult 18+,0::Male,,0::Killed,0::Victim,40.0,40.0
95451,2014-01-11,Arizona,Oracle,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",32.609,-110.771,0,1::55,0::Adult 18+||1::Adult 18+,0::Female||1::Female,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,8.0,8.0
96391,2014-01-11,Texas,San Angelo,3,1,11.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Bar/club incident - in or around establishment",31.489,-100.492,0,0::23||1::20||2::61||3::25,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Killed||2::Injured||3::Killed,0::Victim||1::Victim||2::Victim||3::Subject-Suspect,72.0,28.0
95513,2014-01-11,Colorado,Aurora,1,0,6.0,,,"Shot - Dead (murder, accidental, suicide)",39.719,-104.686,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,36.0,29.0
